Year,CommodityCode,CropName,CountyCode,County,HarvestedAcres,Yield(Unit/Acre),Production,Price(Dollars/Unit),Unit,Value(Dollars)
2002,216299,GRAPESWINE,1,Alameda,2255,2.13,4793,1126,TON,5398000
2002,216299,GRAPESWINE,5,Amador,3241,3.50,11343,980,TON,11116100
2002,216299,GRAPESWINE,9,Calaveras,470,2.89,1360,971,TON,1320000
2002,216299,GRAPESWINE,17,ElDorado,1464,2.77,4060,1153,TON,4680000
2002,216299,GRAPESWINE,19,Fresno,85701,10.83,928100,141,TON,131189000
2002,216299,GRAPESWINE,29,Kern,43436,8.87,385420,143,TON,55146000
2002,216299,GRAPESWINE,31,Kings,3319,8.52,28294,162,TON,4584000
2002,216299,GRAPESWINE,33,Lake,5465,4.57,24966,1292,TONS,32261700
2002,216299,GRAPESWINE,39,Madera,67600,10.23,691528,130,TON,89589000
2002,216299,GRAPESWINE,41,Marin,82,1.77,145,1759,TON,255000
2002,216299,GRAPESWINE,43,Mariposa,84,1.17,98,1388,TON,136000
2002,216299,GRAPESWINE,45,Mendocino,15202,3.89,59128,1375,TON,81301400
2002,216299,GRAPESWINE,47,Merced,11523,8.88,102284,275,TON,28125000
2002,216299,GRAPESWINE,53,Monterey,37325,3.86,143947,1022,TON,147065000
2002,216299,GRAPESWINE,55,Napa,37072,3.51,130099,2920,TON,379930000
2002,216299,GRAPESWINE,57,Nevada,404,4.32,1746,1053,TON,1839100
2002,216299,GRAPESWINE,61,Placer,130,3.00,390,1070,TON,417300
2002,216299,GRAPESWINE,65,Riverside,1250,4.16,5200,677,TON,3518000
2002,216299,GRAPESWINE,67,Sacramento,26597,6.20,164901,448,TON,73876000
2002,216299,GRAPESWINE,69,SanBenito,3079,3.20,9853,1585,TON,15617000
2002,216299,GRAPESWINE,71,SanBernardino,205,3.12,639,672,TON,429100
2002,216299,GRAPESWINE,73,SanDiego,173,1.38,239,259,TON,61800
2002,216299,GRAPESWINE,77,SanJoaquin,83263,6.12,509355,416,TON,211940000
2002,216299,GRAPESWINE,79,SanLuisObispo,25206,3.77,95101,1240,TON,117896000
2002,216299,GRAPESWINE,81,SanMateo,64,,,,,389000
2002,216299,GRAPESWINE,83,SantaBarbara,16667,2.93,48834,1482,TON,72373900
2002,216299,GRAPESWINE,85,SantaClara,1839,3.30,6069,1313,TON,7968000
2002,216299,GRAPESWINE,87,SantaCruz,549,4.00,2196,1500,TON,3294000
2002,216299,GRAPESWINE,95,Solano,4300,3.77,16191,817,TON,13221100
2002,216299,GRAPESWINE,97,Sonoma,46587,3.93,183139,2055,TON,376422300
2002,216299,GRAPESWINE,105,Trinity,,,140,1204,TON,168600
2002,216299,GRAPESWINE,107,Tulare,26597,9.71,258300,160,TON,41358000
2002,216299,GRAPESWINE,113,Yolo,9699,7.63,74003,604,TON,44675000
2002,216299,GRAPESWINE,115,Yuba,297,1.57,467,1096,TON,512000
2001,216299,GRAPESWINE,1,Alameda,3023,2.91,8797,1147,TONS,10092000
2001,216299,GRAPESWINE,9,Calaveras,470,2.72,1280,1200,TONS,1536000
2001,216299,GRAPESWINE,17,ElDorado,1244,2.87,3570,1209,TONS,4317300
2001,216299,GRAPESWINE,19,Fresno,76393,8.37,639180,167,TONS,106924000
2001,216299,GRAPESWINE,29,Kern,42511,7.12,302500,159,TONS,47986000
2001,216299,GRAPESWINE,31,Kings,3085,9.75,30088,169,TONS,5088000
2001,216299,GRAPESWINE,33,Lake,4889,4.55,22239,1292,TONS,28732800
2001,216299,GRAPESWINE,39,Madera,55970,8.45,473146,162,TONS,76642000
2001,216299,GRAPESWINE,41,Marin,95,2.4,228,2043,TONS,465900
2001,216299,GRAPESWINE,43,Mariposa,73,1.56,114,1406,TONS,160300
2001,216299,GRAPESWINE,45,Mendocino,14800,4.04,59808,1466,TONS,87678400
2001,216299,GRAPESWINE,47,Merced,14517,8.11,117727,209,TONS,24567000
2001,216299,GRAPESWINE,55,Napa,35095,3.6,126438,2802,TONS,354338000
2001,216299,GRAPESWINE,57,Nevada,348,3,1043,1192,TONS,1242900
2001,216299,GRAPESWINE,61,Placer,40,1.5,60,1350,TONS,81000
2001,216299,GRAPESWINE,65,Riverside,2302,4.5,10359,900,TONS,9323100
2001,216299,GRAPESWINE,67,Sacramento,25802,6,154812,616,TONS,95364000
2001,216299,GRAPESWINE,69,SanBenito,2975,4.25,12644,1254,TONS,15856000
2001,216299,GRAPESWINE,71,SanBernardino,147,2.31,340,196,TONS,66700
2001,216299,GRAPESWINE,73,SanDiego,180,1.87,337,250,TONS,84200
2001,216299,GRAPESWINE,77,SanJoaquin,83908,6.91,579400,418,TONS,242188000
2001,216299,GRAPESWINE,79,SanLuisObispo,21614,4.82,104107,1326,TONS,138054000
2001,216299,GRAPESWINE,81,SanMateo,44,,,,,159000
2001,216299,GRAPESWINE,83,SantaBarbara,16634,5.52,91820,1289,TONS,118328400
2001,216299,GRAPESWINE,85,SantaClara,1750,3.78,6615,1408,TONS,9314000
2001,216299,GRAPESWINE,87,SantaCruz,466,3.5,1631,2270,TONS,3702000
2001,216299,GRAPESWINE,95,Solano,4072,4,16280,857,TONS,13957700
2001,216299,GRAPESWINE,97,Sonoma,43589,3.98,173583,2157,TONS,374389700
2001,216299,GRAPESWINE,105,Trinity,,,140,1204,TON,168600
2001,216299,GRAPESWINE,107,Tulare,23431,10.07,235900,222,TONS,52446000
2001,216299,GRAPESWINE,113,Yolo,10242,5.43,55614,598,TONS,33241000
2001,216299,GRAPESWINE,115,Yuba,236,1.38,326,979,TONS,319000
2000,216299,GRAPESWINE,1,Alameda,2602,2.11,5483,1185,TON,6498000
2000,216299,GRAPESWINE,9,Calaveras,470,3.60,1690,1000,TON,1690000
2000,216299,GRAPESWINE,17,ElDorado,1165,2.92,3400,1194,TON,4059600
2000,216299,GRAPESWINE,19,Fresno,75139,11.12,835310,177,TON,147550000
2000,216299,GRAPESWINE,29,Kern,46809,8.86,414680,187,TON,77714000
2000,216299,GRAPESWINE,31,Kings,3020,9.04,27311,162,TON,4436000
2000,216299,GRAPESWINE,33,Lake,3858,5.06,19520,1281,TON,25005100
2000,216299,GRAPESWINE,39,Madera,56410,9.92,559563,186,TON,103830000
2000,216299,GRAPESWINE,41,Marin,94,1.24,117,2009,TON,235100
2000,216299,GRAPESWINE,43,Mariposa,71,1.70,121,1314,TON,159000
2000,216299,GRAPESWINE,45,Mendocino,12838,4.53,58106,1514,TON,87960000
2000,216299,GRAPESWINE,47,Merced,14437,9.32,134583,288,TON,38729000
2000,216299,GRAPESWINE,55,Napa,32365,4.23,136962,2464,TON,337469000
2000,216299,GRAPESWINE,57,Nevada,303,3.57,1082,1096,TON,1185800
2000,216299,GRAPESWINE,65,Riverside,2767,4.53,12532,974,TON,12202100
2000,216299,GRAPESWINE,67,Sacramento,25024,7.10,177670,536,TON,95231000
2000,216299,GRAPESWINE,69,SanBenito,2563,4.33,11100,1628,TON,18071000
2000,216299,GRAPESWINE,71,SanBernardino,235,0.83,194,901,TON,174700
2000,216299,GRAPESWINE,73,SanDiego,175,1.84,322,300,TON,96600
2000,216299,GRAPESWINE,77,SanJoaquin,80711,7.74,624800,473,TON,295793000
2000,216299,GRAPESWINE,79,SanLuisObispo,18801,5.39,101430,1328,TON,134733000
2000,216299,GRAPESWINE,81,SanMateo,45,,,,,139000
2000,216299,GRAPESWINE,85,SantaClara,1749,3.90,6821,1521,TON,10375000
2000,216299,GRAPESWINE,87,SantaCruz,477,1.61,768,2271,TON,1744000
2000,216299,GRAPESWINE,95,Solano,3853,4.67,17999,1007,TON,18116800
2000,216299,GRAPESWINE,97,Sonoma,42220,4.52,190789,2043,TON,389781900
2000,216299,GRAPESWINE,105,Trinity,,,140,1204,TON,168600
2000,216299,GRAPESWINE,107,Tulare,27688,10.42,288490,207,TON,59835000
2000,216299,GRAPESWINE,113,Yolo,9496,6.86,65143,627,TON,40873000
2000,216299,GRAPESWINE,115,Yuba,390,1.62,632,1242,TON,785000
1999,216299,GRAPESWINE,1,Alameda,2018,3.57,7210,1182,ACRE,8523000
1999,216299,GRAPESWINE,5,Amador,2831,4.10,11607,953,TON,11061500
1999,216299,GRAPESWINE,9,Calaveras,320,3.88,1240,1140,TON,1413600
1999,216299,GRAPESWINE,17,ElDorado,981,3.41,3345,1160,TON,3880200
1999,216299,GRAPESWINE,19,Fresno,128613,5.40,693910,237,TON,164784000
1999,216299,GRAPESWINE,29,Kern,49716,7.99,397400,259,TON,102764000
1999,216299,GRAPESWINE,31,Kings,2263,15.44,34941,204,TON,7135000
1999,216299,GRAPESWINE,33,Lake,4107,3.69,15168,1206,TON,18292600
1999,216299,GRAPESWINE,39,Madera,54200,8.33,451416,252,TON,113945000
1999,216299,GRAPESWINE,41,Marin,91,1.70,155,1935,TON,300000
1999,216299,GRAPESWINE,43,Mariposa,68,1.44,98,1082,TON,106000
1999,216299,GRAPESWINE,45,Mendocino,13994,4.19,58648,1455,TON,85311000
1999,216299,GRAPESWINE,47,Merced,15050,6.97,104938,411,TON,43091000
1999,216299,GRAPESWINE,55,Napa,30506,3.39,103526,2143,TON,221852000
1999,216299,GRAPESWINE,57,Nevada,201,4.49,902,1031,TON,930400
1999,216299,GRAPESWINE,65,Riverside,2319,4.83,11212,906,TON,10153700
1999,216299,GRAPESWINE,67,Sacramento,22630,6.90,156147,579,TON,90409000
1999,216299,GRAPESWINE,69,SanBenito,2494,3.66,9128,1474,TON,13455000
1999,216299,GRAPESWINE,71,SanBernardino,401,3.11,1246,634,TON,790200
1999,216299,GRAPESWINE,73,SanDiego,189,2.03,384,420,TON,161200
1999,216299,GRAPESWINE,77,SanJoaquin,82012,6.69,548800,523,TON,287240000
1999,216299,GRAPESWINE,79,SanLuisObispo,16272,3.99,64932,1288,TON,83601000
1999,216299,GRAPESWINE,81,SanMateo,40,,,,,130000
1999,216299,GRAPESWINE,83,SantaBarbara,14064,2.99,42051,1430,TON,60117800
1999,216299,GRAPESWINE,85,SantaClara,1600,4.40,7040,1780,TON,12531000
1999,216299,GRAPESWINE,87,SantaCruz,260,2.64,686,2204,TON,1512000
1999,216299,GRAPESWINE,95,Solano,3390,3.93,13307,1062,TON,14130900
1999,216299,GRAPESWINE,97,Sonoma,42227,3.37,142477,1890,TON,269271000
1999,216299,GRAPESWINE,105,Trinity,,,140,1204,TON,168600
1999,216299,GRAPESWINE,107,Tulare,30969,9.63,298380,230,TON,68748000
1999,216299,GRAPESWINE,113,Yolo,8704,6.17,53704,660,TON,35431000
1999,216299,GRAPESWINE,115,Yuba,395,1.86,735,1346,TON,989000
1998,216299,GRAPESWINE,1,Alameda,2141,2.04,4370,1205,TONS,5267000
1998,216299,GRAPESWINE,5,Amador,2672,2.90,7749,910,TONS,7051600
1998,216299,GRAPESWINE,9,Calaveras,320,4.13,1320,900,TONS,1188000
1998,216299,GRAPESWINE,17,ElDorado,917,3.23,2961,1066,TONS,3155400
1998,216299,GRAPESWINE,19,Fresno,81747,9.30,760130,231,TONS,175508000
1998,216299,GRAPESWINE,29,Kern,44761,8.94,400310,259,TONS,103633000
1998,216299,GRAPESWINE,31,Kings,2168,13.52,29322,212,TONS,6227000
1998,216299,GRAPESWINE,33,Lake,3240,4.18,13535,1125,TONS,15226900
1998,216299,GRAPESWINE,39,Madera,50226,9.33,468541,236,TONS,110394000
1998,216299,GRAPESWINE,43,Mariposa,64,1.69,108,963,TONS,104000
1998,216299,GRAPESWINE,45,Mendocino,12283,4.86,59647,1394,TONS,83155500
1998,216299,GRAPESWINE,47,Merced,14458,6.11,88283,526,TONS,46399000
1998,216299,GRAPESWINE,53,Monterey,32131,4.63,148860,1200,TONS,178610000
1998,216299,GRAPESWINE,55,Napa,30875,3.32,102355,1910,TONS,195481000
1998,216299,GRAPESWINE,57,Nevada,201,2.72,546,1105,TONS,603200
1998,216299,GRAPESWINE,65,Riverside,1974,6.93,13680,987,TONS,13502800
1998,216299,GRAPESWINE,67,Sacramento,13387,6.80,91032,850,TONS,77377000
1998,216299,GRAPESWINE,69,SanBenito,2255,3.19,7194,1440,TONS,10359000
1998,216299,GRAPESWINE,71,SanBernardino,682,1.89,1290,533,TONS,688200
1998,216299,GRAPESWINE,73,SanDiego,187,2.58,483,489,TONS,236400
1998,216299,GRAPESWINE,77,SanJoaquin,76205,6.70,510400,531,TONS,271099000
1998,216299,GRAPESWINE,79,SanLuisObispo,11897,5.08,60388,1231,TON,74358000
1998,216299,GRAPESWINE,81,SanMateo,54,,,,,122000
1998,216299,GRAPESWINE,83,SantaBarbara,10799,3.63,39200,1510,TONS,59189300
1998,216299,GRAPESWINE,85,SantaClara,1700,3.80,6460,1300,TONS,8398000
1998,216299,GRAPESWINE,87,SantaCruz,254,1.30,330,1533,TONS,506000
1998,216299,GRAPESWINE,95,Solano,2711,4.07,11026,1037,TONS,11437600
1998,216299,GRAPESWINE,97,Sonoma,35334,3.77,133258,1740,TONS,231828000
1998,216299,GRAPESWINE,99,Stanislaus,13000,8.65,112500,342,TONS,38525000
1998,216299,GRAPESWINE,105,Trinity,85,,,,,49500
1998,216299,GRAPESWINE,107,Tulare,29477,9.16,269930,234,TONS,63291000
1998,216299,GRAPESWINE,113,Yolo,8410,7.37,61982,756,TONS,46837000
1998,216299,GRAPESWINE,115,Yuba,350,1.27,443,1388,TONS,615000
1997,216299,GRAPESWINE,1,Alameda,1977,4.71,9308,1116,TONS,10386000
1997,216299,GRAPESWINE,5,Amador,2487,4.20,10445,895,TONS,9348300
1997,216299,GRAPESWINE,9,Calaveras,260,4.35,1130,1010,TONS,1141300
1997,216299,GRAPESWINE,17,ElDorado,876,4.15,3638,1044,TONS,3798100
1997,216299,GRAPESWINE,19,Fresno,87220,11.22,978930,225,TONS,220570000
1997,216299,GRAPESWINE,29,Kern,43137,10.31,444890,257,TONS,114553000
1997,216299,GRAPESWINE,31,Kings,2115,13.57,28707,269,TONS,7731000
1997,216299,GRAPESWINE,33,Lake,4744,2.96,14053,1155,TONS,16238100
1997,216299,GRAPESWINE,39,Madera,51428,11.79,606129,251,TONS,152245000
1997,216299,GRAPESWINE,43,Mariposa,76,2.12,161,1031,TONS,166000
1997,216299,GRAPESWINE,45,Mendocino,12179,5.34,64984,1381,TONS,89765000
1997,216299,GRAPESWINE,47,Merced,13614,9.69,131857,435,TONS,57359000
1997,216299,GRAPESWINE,53,Monterey,28294,5.92,167488,1214,TONS,203412000
1997,216299,GRAPESWINE,55,Napa,31184,4.62,144217,1724,TONS,248701000
1997,216299,GRAPESWINE,57,Nevada,201,5.29,1063,1099,TONS,1167800
1997,216299,GRAPESWINE,65,Riverside,2085,6.35,13240,873,TONS,11552200
1997,216299,GRAPESWINE,67,Sacramento,9343,7.00,65401,640,TONS,41857000
1997,216299,GRAPESWINE,69,SanBenito,2125,5.55,11794,1381,TONS,16288000
1997,216299,GRAPESWINE,71,SanBernardino,736,4.87,3582,573,TONS,2052000
1997,216299,GRAPESWINE,73,SanDiego,187,2.99,559,508,TONS,284000
1997,216299,GRAPESWINE,77,SanJoaquin,73225,7.90,578700,502,TONS,290279000
1997,216299,GRAPESWINE,79,SanLuisObispo,11128,6.24,69384,1206,TONS,83680000
1997,216299,GRAPESWINE,81,SanMateo,52,,,,,200000
1997,216299,GRAPESWINE,83,SantaBarbara,9369,4.63,43379,1184,TONS,51352500
1997,216299,GRAPESWINE,87,SantaCruz,245,4.40,1078,1955,TONS,2107000
1997,216299,GRAPESWINE,95,Solano,2199,6.55,14396,1115,TONS,16052100
1997,216299,GRAPESWINE,97,Sonoma,34121,5.50,187674,1589,TONS,298147300
1997,216299,GRAPESWINE,99,Stanislaus,13520,10.89,147200,310,TONS,45618000
1997,216299,GRAPESWINE,107,Tulare,31829,11.25,357950,226,TONS,80852000
1997,216299,GRAPESWINE,113,Yolo,6833,7.48,51112,731,TONS,37385000
1996,216299,GRAPESWINE,1,Alameda,1662,2.85,4730,1029,TONS,4866000
1996,216299,GRAPESWINE,5,Amador,2358,4.60,10847,871,TONS,9447700
1996,216299,GRAPESWINE,9,Calaveras,260,4.50,1170,945,TONS,1105700
1996,216299,GRAPESWINE,17,ElDorado,937,3.77,3532,889,TONS,3139900
1996,216299,GRAPESWINE,19,Fresno,86319,8.54,737490,230,TONS,169256000
1996,216299,GRAPESWINE,29,Kern,38934,8.71,339020,260,TONS,88236000
1996,216299,GRAPESWINE,31,Kings,2087,11.15,23268,253,TONS,5896000
1996,216299,GRAPESWINE,33,Lake,3842,2.42,9297,1013,TONS,9414600
1996,216299,GRAPESWINE,39,Madera,49857,9.61,479252,251,TONS,120408000
1996,216299,GRAPESWINE,43,Mariposa,82,1.85,152,998,TONS,151700
1996,216299,GRAPESWINE,45,Mendocino,11739,4.31,50650,1175,TONS,59514000
1996,216299,GRAPESWINE,47,Merced,11990,6.57,78725,458,TONS,36087000
1996,216299,GRAPESWINE,53,Monterey,27873,4.27,118923,1090,TONS,129663000
1996,216299,GRAPESWINE,55,Napa,30919,3.24,100251,1512,TONS,151595000
1996,216299,GRAPESWINE,57,Nevada,201,4.26,856,1068,TONS,913900
1996,216299,GRAPESWINE,65,Riverside,2032,5.21,10587,874,TONS,9253000
1996,216299,GRAPESWINE,67,Sacramento,7900,7.00,55300,650,TONS,35945000
1996,216299,GRAPESWINE,69,SanBenito,2125,3.62,7693,1259,TONS,9685000
1996,216299,GRAPESWINE,71,SanBernardino,1146,1.89,2162,591,TONS,1277000
1996,216299,GRAPESWINE,73,SanDiego,187,3.22,602,218,TONS,131200
1996,216299,GRAPESWINE,77,SanJoaquin,68014,6.74,458200,517,TONS,236972000
1996,216299,GRAPESWINE,81,SanMateo,56,,,,,362000
1996,216299,GRAPESWINE,87,SantaCruz,245,2.10,514,1951,TONS,1003000
1996,216299,GRAPESWINE,95,Solano,2093,6.36,13312,1014,TONS,13495400
1996,216299,GRAPESWINE,97,Sonoma,33703,3.80,127990,1372,TONS,175572200
1996,216299,GRAPESWINE,99,Stanislaus,13560,8.47,114900,421,TONS,48382000
1996,216299,GRAPESWINE,107,Tulare,27127,9.47,256840,242,TONS,62105000
1996,216299,GRAPESWINE,113,Yolo,4540,4.65,21111,795,TONS,16780000
1995,216299,GRAPESWINE,1,Alameda,1709,1.90,3253,871,TONS,2833000
1995,216299,GRAPESWINE,5,Amador,2287,5.25,12007,716,TONS,8597000
1995,216299,GRAPESWINE,9,Calaveras,260,3.31,860,560,TONS,481600
1995,216299,GRAPESWINE,17,ElDorado,817,3.90,3186,812,TONS,2587300
1995,216299,GRAPESWINE,19,Fresno,63633,10.11,643400,195,TONS,125680000
1995,216299,GRAPESWINE,29,Kern,37635,10.21,384130,221,TONS,84784000
1995,216299,GRAPESWINE,31,Kings,2057,6.00,12344,453,TONS,5591000
1995,216299,GRAPESWINE,33,Lake,2858,4.40,12589,829,TONS,10442500
1995,216299,GRAPESWINE,39,Madera,49522,9.40,465723,202,TONS,94052000
1995,216299,GRAPESWINE,43,Mariposa,57,1.30,74,693,TONS,51300
1995,216299,GRAPESWINE,45,Mendocino,11745,4.70,55179,883,TONS,48723100
1995,216299,GRAPESWINE,47,Merced,11146,8.27,92151,269,TONS,24831000
1995,216299,GRAPESWINE,53,Monterey,28030,2.94,82321,963,TONS,79309000
1995,216299,GRAPESWINE,55,Napa,31514,3.49,109842,1310,TONS,143929000
1995,216299,GRAPESWINE,57,Nevada,201,2.46,495,1018,TONS,503900
1995,216299,GRAPESWINE,65,Riverside,2048,2.75,5632,828,TONS,4663300
1995,216299,GRAPESWINE,67,Sacramento,7180,8.00,57440,600,TONS,34464000
1995,216299,GRAPESWINE,69,SanBenito,2125,3.57,7586,895,TONS,6789000
1995,216299,GRAPESWINE,71,SanBernardino,1165,0.91,1062,296,TONS,314400
1995,216299,GRAPESWINE,73,SanDiego,187,2.85,533,220,TONS,117300
1995,216299,GRAPESWINE,77,SanJoaquin,64520,8.09,521700,424,TONS,221156000
1995,216299,GRAPESWINE,79,SanLuisObispo,9380,5.08,47604,855,TONS,40719000
1995,216299,GRAPESWINE,81,SanMateo,56,,,,,280000
1995,216299,GRAPESWINE,85,SantaClara,1600,2.75,4400,750,TONS,3300000
1995,216299,GRAPESWINE,87,SantaCruz,180,1.11,200,1600,TONS,320000
1995,216299,GRAPESWINE,95,Solano,2000,5.06,10112,746,TONS,7547700
1995,216299,GRAPESWINE,97,Sonoma,33189,4.22,139993,1135,TONS,158824800
1995,216299,GRAPESWINE,99,Stanislaus,13700,9.10,124700,239,TONS,29830000
1995,216299,GRAPESWINE,107,Tulare,23880,10.22,244040,206,TONS,50302000
1995,216299,GRAPESWINE,113,Yolo,4219,7.88,33253,599,TONS,19924000
1994,216299,GRAPESWINE,1,Alameda,2050,2.08,4261,899,TONS,3829000
1994,216299,GRAPESWINE,5,Amador,2212,3.28,7255,618,TONS,4483600
1994,216299,GRAPESWINE,9,Calaveras,260,2.50,650,600,TONS,390000
1994,216299,GRAPESWINE,17,ElDorado,802,3.83,3068,655,TONS,2010000
1994,216299,GRAPESWINE,19,Fresno,46448,8.52,395800,170,TONS,67367000
1994,216299,GRAPESWINE,29,Kern,38223,8.74,334170,182,TONS,60975000
1994,216299,GRAPESWINE,31,Kings,1884,13.30,25049,219,TONS,5498000
1994,216299,GRAPESWINE,33,Lake,2932,3.34,9794,709,TONS,6944000
1994,216299,GRAPESWINE,39,Madera,49706,10.18,506242,163,TONS,82643000
1994,216299,GRAPESWINE,43,Mariposa,35,2.06,72,840,TONS,60500
1994,216299,GRAPESWINE,45,Mendocino,12335,3.61,44582,731,TONS,32600800
1994,216299,GRAPESWINE,47,Merced,12896,8.81,113580,249,TONS,28303000
1994,216299,GRAPESWINE,53,Monterey,28167,4.24,119384,748,TONS,89335000
1994,216299,GRAPESWINE,55,Napa,32239,3.76,121292,1213,TONS,147161000
1994,216299,GRAPESWINE,57,Nevada,174,3.92,682,701,TONS,478300
1994,216299,GRAPESWINE,65,Riverside,2048,4.31,8826,520,TONS,4592000
1994,216299,GRAPESWINE,67,Sacramento,6940,8.00,55520,450,TONS,24984000
1994,216299,GRAPESWINE,69,SanBenito,1665,3.96,6593,808,TONS,5327000
1994,216299,GRAPESWINE,71,SanBernardino,1221,2.81,3431,216,TONS,742000
1994,216299,GRAPESWINE,73,SanDiego,162,3.01,488,478,TONS,233100
1994,216299,GRAPESWINE,77,SanJoaquin,52330,7.31,382600,392,TONS,150068000
1994,216299,GRAPESWINE,79,SanLuisObispo,8750,4.52,39589,786,TONS,31115000
1994,216299,GRAPESWINE,81,SanMateo,54,,,,,411000
1994,216299,GRAPESWINE,85,SantaClara,1535,2.50,3838,760,TONS,2917000
1994,216299,GRAPESWINE,87,SantaCruz,188,0.81,152,1296,TONS,197000
1994,216299,GRAPESWINE,95,Solano,1874,5.36,10039,626,TONS,6286600
1994,216299,GRAPESWINE,97,Sonoma,33766,4.53,153096,995,TONS,152280700
1994,216299,GRAPESWINE,99,Stanislaus,17500,9.53,166700,200,TONS,33280000
1994,216299,GRAPESWINE,107,Tulare,20769,9.00,186970,184,TONS,34445000
1994,216299,GRAPESWINE,113,Yolo,2092,6.51,13619,454,TONS,6186000
1993,216299,GRAPESWINE,1,Alameda,1572,2.70,4248,854,TONS,3626000
1993,216299,GRAPESWINE,5,Amador,2114,4.45,9407,531,TONS,4995100
1993,216299,GRAPESWINE,9,Calaveras,260,2.40,625,580,TONS,362500
1993,216299,GRAPESWINE,19,Fresno,61022,10.93,667100,182,TONS,121690000
1993,216299,GRAPESWINE,29,Kern,40168,10.28,413000,202,TONS,83626000
1993,216299,GRAPESWINE,31,Kings,1712,12.26,20996,212,TONS,4456000
1993,216299,GRAPESWINE,33,Lake,2682,4.28,11466,703,TONS,8065800
1993,216299,GRAPESWINE,39,Madera,50308,10.28,517405,185,TONS,95462000
1993,216299,GRAPESWINE,43,Mariposa,60,2.13,128,863,TONS,110400
1993,216299,GRAPESWINE,45,Mendocino,11591,5.20,60269,679,TONS,40922800
1993,216299,GRAPESWINE,47,Merced,13148,8.89,116940,239,TONS,27982000
1993,216299,GRAPESWINE,53,Monterey,26801,5.02,134408,759,TONS,101973000
1993,216299,GRAPESWINE,55,Napa,32034,3.48,111589,1205,TONS,134486000
1993,216299,GRAPESWINE,57,Nevada,174,3.42,595,713,TONS,424100
1993,216299,GRAPESWINE,65,Riverside,1968,4.35,8561,458,TONS,3924600
1993,216299,GRAPESWINE,67,Sacramento,7300,6.00,43800,420,TONS,18396000
1993,216299,GRAPESWINE,69,SanBenito,1753,4.08,7152,751,TONS,5371000
1993,216299,GRAPESWINE,71,SanBernardino,1219,5.42,6603,184,TONS,1217100
1993,216299,GRAPESWINE,73,SanDiego,162,2.65,429,497,TONS,213400
1993,216299,GRAPESWINE,77,SanJoaquin,47267,7.02,331950,376,TONS,124862000
1993,216299,GRAPESWINE,79,SanLuisObispo,8676,5.40,46878,735,TONS,34476000
1993,216299,GRAPESWINE,81,SanMateo,48,,,,,365000
1993,216299,GRAPESWINE,85,SantaClara,1455,2.75,4001,665,TONS,2661000
1993,216299,GRAPESWINE,87,SantaCruz,163,0.93,152,1678,TONS,255000
1993,216299,GRAPESWINE,95,Solano,1884,3.92,7377,591,TONS,4358700
1993,216299,GRAPESWINE,97,Sonoma,31475,4.16,131039,952,TONS,124725900
1993,216299,GRAPESWINE,99,Stanislaus,17200,8.83,151900,214,TON,32456000
1993,216299,GRAPESWINE,107,Tulare,25251,10.47,264420,193,TONS,50920000
1993,216299,GRAPESWINE,113,Yolo,1770,5.46,9664,416,TONS,4019000
1992,216299,GRAPESWINE,1,Alameda,1531,3.28,5028,890,TONS,4474000
1992,216299,GRAPESWINE,5,Amador,2013,4.09,8237,532,TONS,4382784
1992,216299,GRAPESWINE,9,Calaveras,260,2.12,550,612,TONS,336600
1992,216299,GRAPESWINE,19,Fresno,77293,10.67,825100,195,TONS,160621000
1992,216299,GRAPESWINE,29,Kern,41624,9.22,383680,210,TONS,80415000
1992,216299,GRAPESWINE,31,Kings,2407,8.26,19891,193,TONS,3839000
1992,216299,GRAPESWINE,33,Lake,2682,4.28,11466,703,TONS,8065800
1992,216299,GRAPESWINE,39,Madera,52000,10.05,522509,203,TONS,105876000
1992,216299,GRAPESWINE,43,Mariposa,46,2.46,113,767,TONS,86700
1992,216299,GRAPESWINE,45,Mendocino,11143,5.49,61135,724,TONS,44262000
1992,216299,GRAPESWINE,47,Merced,11331,9.53,108000,241,TONS,26028000
1992,216299,GRAPESWINE,53,Monterey,24241,4.18,101407,740,TONS,75036000
1992,216299,GRAPESWINE,55,Napa,31155,4.34,135256,1240,TONS,167682000
1992,216299,GRAPESWINE,57,Nevada,174,4.93,858,816,TONS,699800
1992,216299,GRAPESWINE,65,Riverside,2128,3.13,6661,653,TONS,4349600
1992,216299,GRAPESWINE,67,Sacramento,7500,7.00,52500,410,TONS,21525000
1992,216299,GRAPESWINE,69,SanBenito,2025,4.62,9355,606,TONS,5669000
1992,216299,GRAPESWINE,71,SanBernardino,1290,2.89,3722,249,TONS,927500
1992,216299,GRAPESWINE,73,SanDiego,162,4.71,763,285,TONS,217500
1992,216299,GRAPESWINE,77,SanJoaquin,42330,7.75,328000,284,TONS,93239000
1992,216299,GRAPESWINE,79,SanLuisObispo,8327,5.01,41744,818,TONS,34162000
1992,216299,GRAPESWINE,83,SantaBarbara,9036,3.06,27650,1011,TONS,27960500
1992,216299,GRAPESWINE,85,SantaClara,1430,2.50,3575,690,TONS,2467000
1992,216299,GRAPESWINE,87,SantaCruz,96,1.44,138,1449,TONS,200000
1992,216299,GRAPESWINE,95,Solano,1786,4.82,8614,633,TONS,5454800
1992,216299,GRAPESWINE,97,Sonoma,31263,4.73,148010,1004,TONS,148618600
1992,216299,GRAPESWINE,99,Stanislaus,19700,8.68,171000,225,TONS,38472000
